,MultipleLines,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
5356,0,0,0,35.4,978.6,0
3033,1,1,1,110.8,7553.6,0
6823,0,0,0,50.55,235.65,0
3382,1,0,0,25.55,1867.7,0
6323,1,1,1,105.95,4335.2,0
2282,1,1,1,99.5,6822.15,1
4767,0,0,0,19.85,19.85,0
267,0,1,1,105.0,2007.25,0
1104,0,0,0,19.55,839.4,0
2305,1,1,1,97.7,3410,0
5538,0,0,1,81.1,81.1,1
6182,1,1,1,88.7,6501.35,0
1935,0,0,0,19.85,996.95,0
386,1,0,0,85.45,4874.7,1
1701,1,1,1,102.45,6615.15,1
1628,1,1,0,90.05,2627.2,0
3585,0,1,0,90.15,3128.8,0
5483,1,0,0,77.75,4458.15,1
2714,1,0,1,95.1,5064.85,0
4128,0,1,0,39.3,2111.45,1
5003,1,0,0,74.35,834.2,1
6158,0,0,0,19.65,31.2,0
1563,0,0,0,69.35,261.65,0
3622,1,1,1,90.95,6652.45,0
5998,0,0,0,20.05,1036,0
2760,0,0,0,20.65,595.5,0
3189,0,0,0,19.8,272.95,0
4515,0,1,0,83.2,1130,0
209,0,1,1,102.45,6654.1,0
909,1,1,1,111.25,7984.15,0
1289,1,0,0,68.8,4111.35,0
6761,0,0,0,19.9,19.9,0
1866,1,1,1,104.4,6721.6,0
1842,0,1,1,75.95,3273.8,0
2497,0,0,0,19.6,93.45,0
5956,1,0,1,89.9,2806.9,1
104,1,1,1,110.0,7611.85,1
958,1,0,1,81.75,2028.8,0
1793,1,0,0,24.75,1769.6,0
2088,1,0,0,55.8,1941.5,0
2702,0,0,0,44.0,44,0
3826,1,0,0,25.35, ,0
5789,0,0,0,19.8,475.2,0
331,0,0,0,19.2,161.95,0
5452,0,1,1,75.1,2658.8,0
4618,0,1,1,94.75,422.4,0
5103,0,0,1,82.85,2320.8,0
5338,0,1,0,45.4,1593.1,0
2459,0,0,0,20.45,162.3,0
1774,0,0,0,48.75,48.75,0
6929,0,0,0,20.05,471.7,0
4947,1,1,1,98.35,2515.3,1
4368,0,1,0,80.85,751.65,1
4594,0,1,1,102.8,2110.15,1
2686,1,0,0,79.85,1471.75,1
5939,0,0,0,33.6,550.35,0
5715,1,1,1,108.15,3432.9,1
5013,0,0,1,34.65,768.45,0
4816,1,1,0,75.0,4213.9,0
2897,1,0,0,26.45,1110.05,0
4997,0,0,0,44.7,93.7,1
1710,1,0,0,82.75,417.75,0
5417,0,0,1,61.4,815.55,0
5377,0,1,0,61.3,249.4,0
2478,0,0,0,44.55,220.75,0
5012,0,0,0,20.1,223.6,0
5291,1,0,0,86.45,5762.95,0
1366,1,1,0,85.6,813.85,1
173,0,1,1,94.85,5000.2,1
858,1,0,0,89.0,5898.6,0
6758,0,0,0,19.4,460.25,0
5183,1,0,0,79.6,2718.3,1
3524,1,0,1,84.8,906.85,1
3321,1,0,0,25.55,1714.95,0
5129,0,1,0,81.9,1028.9,0
6139,0,0,0,20.2,50.6,0
4404,0,0,1,89.55,2187.15,0
3997,0,0,1,61.45,4131.2,0
1952,1,0,1,95.5,1916.2,0
3311,0,1,0,44.8,2104.55,0
2492,0,1,1,54.45,706.85,1
4204,0,0,1,85.55,408.5,0
6481,0,0,0,69.95,320.4,0
2036,1,0,0,74.3,74.3,0
5518,1,1,0,94.4,2838.7,1
6714,1,1,1,100.75,1313.25,0
6354,0,0,1,93.7,5860.7,0
3403,0,0,0,20.45,82.85,0
18,0,0,0,55.2,528.35,1
3691,1,1,0,63.9,2635,0
5310,1,0,0,66.25,2907.35,0
0,0,0,0,29.85,29.85,0
3628,0,1,0,69.5,653.25,0
5573,0,0,0,69.85,69.85,1
2174,0,0,0,20.25,383.65,0
1356,1,0,0,75.2,633.85,0
5235,1,0,0,81.15,784.45,0
6471,0,0,0,20.05,345.9,0
6501,1,1,1,105.7,6816.95,0
2826,0,0,0,43.8,592.65,0
4237,0,1,1,70.05,346.4,1
396,1,1,1,109.9,3694.7,0
5461,0,0,1,65.1,3846.75,0
3112,1,0,1,100.55,7325.1,0
182,1,0,1,84.5,662.65,1
5498,0,0,0,46.0,46,1
5568,1,0,0,95.1,4060.55,0
1812,0,1,1,96.65,1588.25,0
4535,1,1,1,100.05,3046.15,1
5752,1,0,0,26.0,1796.55,0
5108,0,0,0,49.7,1081.25,0
816,0,0,1,86.2,178.7,1
1572,0,0,0,45.0,127.1,1
4877,0,1,0,74.65,2308.6,0
1800,0,0,0,43.85,43.85,0
2280,1,1,1,100.15,908.55,0
2429,0,0,0,82.95,4903.15,0
3893,0,0,0,51.3,419.35,0
5570,1,0,1,95.15,3532.85,0
4707,1,1,1,109.2,5290.45,0
5322,0,1,1,81.9,2078.55,0
4315,0,1,0,79.55,79.55,1
6077,1,1,1,113.95,6891.4,0
6122,0,0,0,19.55,280.85,0
6084,1,1,1,95.0,3440.25,0
1830,0,0,0,20.5,696.8,0
601,0,0,0,19.95,47.7,0
5835,0,0,0,19.3,602.9,0
6550,1,1,1,106.1,2249.95,1
5050,1,1,1,106.05,6981.35,1
554,1,0,0,80.35,2596.15,1
1159,0,1,0,80.4,224.05,1
1213,0,0,0,20.2,1412.65,0
880,0,1,1,110.1,1043.3,1
1325,0,0,0,69.25,69.25,1
4316,1,1,1,90.65,6322.1,0
997,1,1,1,94.3,424.45,1
700,1,1,0,63.3,4189.7,0
2700,0,0,0,24.15,812.5,0
5044,0,1,1,104.6,2180.55,0
1847,0,0,0,19.4,1083,0
5168,0,0,1,80.8,713.1,1
2796,1,1,0,89.8,4959.6,0
1455,1,0,1,106.05,3834.4,0
6658,1,0,0,81.45,2122.05,1
4105,1,1,1,106.7,7009.5,0
3994,1,1,1,101.5,5373.1,1
866,0,1,0,39.0,2337.45,0
5382,0,1,0,52.0,2884.9,0
1644,1,1,1,109.8,3587.25,1
2140,1,0,1,86.15,2745.7,1
4848,1,1,1,93.9,486.85,1
3520,0,0,0,19.6,314.45,0
4421,1,0,1,88.85,3000.25,0
5684,0,1,1,105.5,6205.5,1
1490,1,1,0,70.85,4738.85,0
4504,0,0,0,20.15,785.75,0
4990,0,0,0,45.5,285.2,0
729,1,0,1,74.2,4805.65,0
4669,0,0,0,20.45,1042.65,0
779,0,0,0,45.35,89.5,1
2620,0,1,0,68.35,1299.8,0
1936,0,0,0,60.5,3145.15,0
3793,0,0,0,20.25,186.15,0
6567,1,1,1,99.7,1566.75,0
6071,1,1,1,105.55,7542.25,0
3333,0,0,0,19.35,212.3,0
1110,0,0,0,39.6,2424.5,0
3655,0,0,0,19.4,641.15,0
5718,0,1,0,80.5,463.05,1
6292,1,1,1,100.0,3835.55,0
2998,0,0,0,74.75,144.8,0
2394,1,0,0,79.05,5552.5,0
1185,1,0,1,60.15,60.15,1
2007,0,0,1,80.2,181.1,1
193,1,1,1,109.7,8129.3,0
1515,1,0,1,68.6,2877.05,0
5627,1,0,0,74.85,485.25,0
578,1,0,1,94.55,3365.4,0
2123,1,0,0,80.45,2429.1,0
1429,1,0,0,24.45,1088.25,0
771,1,1,1,93.35,1444.65,1
2587,0,0,0,20.05,552.9,0
2395,1,1,0,90.7,2835.5,0
6996,0,0,1,66.5,2728.6,1
1846,0,0,0,18.8,279.2,0
131,0,1,1,58.6,1502.65,1
178,1,1,1,105.35,1559.25,0
3740,0,0,0,71.65,135.75,0
6734,0,0,0,50.25,593.75,1
1811,1,0,0,79.35,1835.3,0
4508,0,0,0,19.9,400.3,0
6992,1,1,1,100.55,7113.75,0
2580,1,1,1,101.3,2974.5,0
6169,0,0,0,44.9,44.9,1
4667,0,0,0,19.25,375.25,0
2652,0,0,1,55.55,55.55,0
4595,1,1,1,85.3,5560,0
2073,0,0,0,19.9,283.75,0
658,0,0,0,19.85,35.9,1
1896,1,0,0,69.95,2657.55,0
6555,0,0,0,19.65,411.25,0
2606,1,1,1,104.35,3205.6,0
2221,0,0,0,64.05,4492.9,0
3659,1,1,1,109.9,7332.4,0
6659,1,1,1,92.3,6719.9,0
2379,1,1,1,106.35,3520.75,1
1447,1,0,0,80.8,332.45,1
5766,0,1,0,60.0,1347.15,0
342,1,0,0,67.45,4508.65,0
3372,1,1,1,104.9,5913.95,0
6160,1,1,1,89.65,3348.1,0
6204,0,0,0,25.15,331.85,0
2527,1,0,1,83.3,803.3,1
727,0,1,0,80.85,356.1,0
5542,1,1,1,86.15,5883.85,0
976,0,0,0,69.9,69.9,1
4025,0,0,0,74.8,321.9,1
5023,0,0,0,70.3,70.3,1
1928,0,0,0,19.55,658.95,1
3516,0,0,0,43.3,123.65,1
6770,0,1,0,78.9,299.75,0
4588,1,0,1,95.0,3008.15,0
6856,1,0,0,25.15,1509.9,0
4279,1,0,0,25.4,546.85,0
3755,1,0,0,76.05,318.9,1
6759,1,0,1,93.65,4839.15,0
3940,0,0,0,25.15,468.35,0
1299,0,0,0,44.05,483.7,1
4902,0,0,0,56.35,1381.2,0
6466,1,0,0,74.15,1387,0
660,0,0,0,24.25,96.05,1
1790,0,0,1,78.1,947.3,1
1492,1,1,0,88.2,1775.8,1
4730,1,1,0,96.6,2877.95,0
493,1,0,1,64.05,3902.6,0
3647,0,0,0,69.7,572.85,0
5143,0,1,1,87.2,4345,0
4949,0,1,1,51.0,305.95,1
2315,1,1,1,73.45,2661.1,0
6537,1,1,1,115.65,7968.85,1
6482,1,1,1,101.45,101.45,1
5969,0,0,0,87.6,2724.25,0
1085,0,0,0,74.3,940.35,1
6640,0,1,0,50.8,1386.8,0
6464,1,1,0,70.35,3454.6,0
694,0,0,0,20.05,417,0
1278,0,1,1,60.7,2234.55,0
3198,1,1,1,106.0,4178.65,0
4966,1,0,0,50.1,910.45,0
4753,0,0,1,80.85,302.75,1
1621,1,1,0,86.45,3029.1,1
4091,1,0,1,68.9,1370.35,0
3708,0,0,0,20.4,231.45,0
3944,0,0,0,20.25,172.35,0
2561,1,1,0,99.0,7061.65,0
4920,0,0,0,20.1,1389.6,0
4766,1,1,1,113.15,7993.3,0
67,0,1,1,79.2,2497.2,0
1731,0,0,0,69.6,69.6,1
5593,0,0,1,75.5,2424.45,0
2269,0,0,0,70.9,70.9,1
4955,0,0,0,69.4,69.4,1
4539,1,1,1,79.7,5293.4,1
5011,1,1,0,94.5,4156.8,0
5545,0,1,0,86.55,1857.25,0
820,1,1,1,106.35,6751.35,0
1226,1,0,0,24.65,1830.05,0
1677,1,0,0,25.4,153.3,0
5886,0,0,0,19.75,948.9,0
2867,0,0,0,20.45,527.35,0
3447,1,0,0,81.4,3213.75,0
5492,1,0,0,25.3,1748.55,0
2367,0,1,0,85.55,85.55,1
4165,1,0,1,87.95,522.35,0
4691,1,1,1,100.65,5688.05,1
2512,0,0,1,68.75,1689.45,0
5460,0,0,0,20.05,679,0
2723,0,0,0,20.5,402.85,0
6275,1,0,0,69.4,4237.5,0
5996,0,0,0,19.85,1253.65,0
5199,1,1,1,111.5,5703.25,0
1143,1,0,0,56.8,1074.65,0
397,0,0,0,73.95,2524.45,1
6487,1,0,1,94.35,5703,0
4161,0,0,0,49.95,107.1,0
786,1,0,0,55.3,3983.6,0
6036,0,1,1,110.5,5835.5,0
4705,0,0,0,78.95,494.95,0
1398,1,0,0,84.35,1938.05,0
1659,1,0,1,70.8,4859.95,0
5796,0,1,1,60.0,2768.65,0
5111,0,0,1,85.5,4042.3,1
3134,0,0,0,19.2,702.9,0
3789,0,0,0,19.85,178.8,0
3398,1,0,1,100.7,6018.65,0
2220,0,1,1,79.35,5753.25,0
979,0,0,0,54.95,1916,0
2331,1,0,0,26.8,733.55,0
3784,1,1,1,101.4,3496.3,1
1298,0,1,1,57.6,1367.75,0
4272,1,0,0,25.15,1327.15,1
4639,1,1,1,93.6,2404.1,0
5695,1,0,0,80.45,5737.6,0
3693,1,1,0,64.65,2347.85,0
82,0,0,0,75.15,496.9,1
4088,1,0,0,73.6,520,1
1967,1,0,1,78.6,5356.45,1
6829,0,0,0,19.6,125,0
5505,0,0,0,30.25,368.85,0
423,1,0,0,25.7,1110.5,0
6097,1,0,1,81.0,5750,0
1904,1,0,1,94.45,5124.6,1
6384,0,0,0,20.1,184.4,0
3917,0,0,0,69.1,69.1,1
3618,1,0,0,54.25,2538.2,0
839,0,0,0,20.4,905.55,0
4442,0,1,0,78.5,242.05,1
141,1,0,1,71.15,563.65,1
5814,0,0,0,20.6,330.25,0
1377,1,1,0,82.3,5815.15,0
3674,0,0,0,45.8,45.8,1
5470,0,0,1,89.45,6435.25,0
6902,1,0,0,68.45,4014,0
3808,0,0,0,19.3,54.7,0
1138,1,1,0,65.15,723.35,0
2257,1,1,1,80.55,4847.05,0
1787,1,1,1,105.2,4599.15,0
3938,0,0,0,50.95,123.05,0
4552,0,0,0,20.45,147.55,0
459,1,0,0,75.1,75.1,0
6435,0,1,0,50.2,2554,0
948,1,1,1,99.05,3395.8,1
3700,0,0,0,19.4,374.5,1
1336,0,0,0,75.35,1114.55,0
5604,0,0,0,70.8,1207,0
1602,0,1,1,90.25,2755.35,1
2238,0,1,1,95.85,95.85,0
639,1,0,1,85.25,855.3,1
6798,0,0,0,70.15,886.7,0
3830,1,1,1,100.2,420.2,1
4851,0,0,0,70.4,204.7,1
6291,1,0,1,79.85,4786.1,0
1070,0,0,0,69.75,144.55,1
155,0,0,1,80.9,1152.8,0
2295,0,0,0,25.15,25.15,1
6914,1,1,1,103.0,4414.3,1
1089,1,0,0,74.75,1129.35,0
2940,0,1,1,54.45,2854.55,1
5952,1,0,0,25.45,84.2,0
930,0,0,0,75.1,1212.85,0
2909,0,0,0,55.45,2444.25,0
4518,1,0,0,81.25,585.95,1
6458,0,0,0,49.15,295.65,0
3247,1,1,1,111.6,8012.75,0
6392,0,1,1,49.75,3069.45,0
5218,0,0,0,19.7, ,0
7030,0,0,0,20.05,39.25,0
6078,1,1,1,90.15,4916.95,0
6559,0,1,1,98.7,5669.5,0
1698,1,0,0,84.8,6152.4,0
6622,1,0,1,62.05,118.3,1
7002,1,1,1,105.4,6794.75,0
5946,0,0,1,73.9,3160.55,1
3831,1,0,1,89.05,2177.45,1
6950,0,0,0,49.4,232.55,0
6403,1,1,1,116.6,8337.45,0
985,1,0,0,80.6,2656.5,1
1821,1,0,1,85.3,2661.1,1
587,0,0,0,20.1,85.1,0
6716,1,0,0,74.1,228,1
5493,1,0,1,84.35,474.9,1
6408,1,1,1,106.5,7348.8,1
6998,0,0,1,80.5,1011.8,0
4457,0,0,0,75.0,1573.95,0
6086,1,0,1,69.9,4226.7,0
3557,0,1,1,59.45,1884.65,0
1395,1,1,1,73.0,3001.2,1
264,1,1,1,113.3,5032.25,0
3547,1,1,1,90.05,6333.4,0
4386,0,0,0,57.55,3046.4,1
6425,0,0,1,44.25,2276.1,0
6043,0,1,0,40.15,130.75,1
3864,1,1,1,100.2,2983.8,1
5841,0,1,1,45.25,3264.45,1
2400,0,0,1,93.0,870.25,0
5082,0,0,0,19.8,350.1,0
3711,1,0,1,75.75,4264.25,0
246,1,0,1,65.0,2531.8,0
1594,1,0,0,26.0,1638.7,0
6846,1,0,0,79.55,79.55,1
6301,1,0,0,54.9,3725.5,0
923,1,1,1,79.7,4786.15,0
4339,1,0,1,69.0,2669.45,0
669,0,1,1,57.8,4039.3,0
3604,0,0,0,19.6,717.3,0
1910,0,0,0,30.5,167.2,0
4896,0,0,0,49.7,1167.8,0
3958,1,0,0,73.85,1284.2,1
2696,0,0,0,38.9,2719.2,0
2591,1,1,1,100.6,5611.7,0
1781,1,1,1,104.35,6339.45,0
3013,1,1,1,71.0,2080.1,0
2307,0,1,0,65.6,593.3,0
4194,1,0,0,25.95,1801.9,0
3690,0,1,1,54.15,1240.25,1
687,0,0,0,49.25,91.1,1
612,0,0,0,20.55,1357.1,0
3200,1,1,1,104.3,5278.15,1
2267,1,1,1,113.65,8124.2,0
6751,0,0,0,19.65,1025.05,0
5344,0,1,0,76.9,5522.7,0
1898,0,0,1,78.95,378.4,1
4441,0,0,0,20.25,835.5,0
258,0,0,0,44.6,80.55,1
2924,0,0,0,74.55,824.75,1
2822,1,0,1,79.9,3326.2,1
3339,1,1,1,88.0,6161.9,0
3525,1,1,0,95.05,4888.7,1
2285,1,0,1,93.9,5029.2,1
484,0,1,0,83.55,680.05,1
2211,1,1,1,104.4,5232.9,0
4347,0,1,1,100.2,5038.45,0
2555,0,1,0,60.0,487.75,0
7,0,0,0,29.75,301.9,0
3657,1,0,0,24.1,861.85,0
5964,0,0,0,61.75,3024.15,0
2426,0,0,0,35.65,646.05,0
1814,0,0,0,19.7,258.35,0
2274,0,1,1,99.85,2331.3,1
1011,0,1,1,58.65,4145.25,0
6647,0,1,1,77.55,5574.35,0
1067,0,0,1,89.25,2210.2,0
1991,1,1,1,78.75,3600.65,0
3970,0,0,1,63.7,2763.35,0
4994,0,1,1,96.05,1740.7,1
3867,0,1,1,73.5,1905.7,0
6908,0,1,0,55.35,449.75,1
3048,0,0,0,44.45,82.7,0
781,0,0,0,44.8,220.45,0
6836,0,0,1,84.2,519.15,1
1749,1,1,1,110.75,5832,0
2791,0,1,1,74.35,4317.35,0
1091,0,1,1,75.35,2243.9,0
6300,1,0,0,24.9,1680.25,0
5994,1,1,1,105.2,4400.75,1
5709,0,0,0,19.3,228.75,0
2608,0,0,0,34.5,279.25,1
5771,0,0,0,20.4,266.6,0
2290,0,1,1,48.75,633.4,1
1727,1,1,0,71.05,2168.15,0
610,0,0,0,29.95,248.95,1
343,0,0,0,20.5,1328.15,0
5488,1,1,0,98.7,4525.8,0
3750,0,1,1,79.2,943.85,0
3215,1,0,0,80.25,3439,0
97,0,0,0,21.05,113.85,1
4409,0,0,0,46.35,3353.4,0
1537,1,1,1,78.95,5730.15,0
3588,1,0,1,69.05,653.95,0
3648,1,0,1,90.15,4554.85,0
5601,0,1,0,40.9,1383.6,0
1517,1,1,1,100.55,5514.95,0
6192,0,0,0,74.7,1294.6,0
3669,1,1,1,111.5,4915.15,0
2090,0,0,0,29.5,1423.05,0
572,0,0,1,64.9,697.25,0
6398,1,1,1,106.0,7723.7,1
5843,1,0,0,81.6,2815.25,0
3062,0,0,0,34.25,828.2,0
4449,1,1,1,104.7,6333.8,0
5091,0,0,0,30.5,208.7,1
5326,0,0,0,20.0,288.05,1
4701,1,1,1,104.35,2271.85,0
370,0,0,0,20.6,690.25,0
1938,0,0,0,20.9,20.9,0
6389,0,0,0,19.55,1079.65,0
6075,0,0,1,64.9,685.55,0
3670,1,0,0,24.25,838.5,0
3652,0,0,0,25.25,25.25,1
2361,0,0,0,45.95,45.95,1
4260,0,1,1,73.15,3088.25,0
4372,0,0,0,20.15,20.15,0
6343,0,0,0,20.1,730.1,0
3737,1,0,0,50.6,249.95,1
4319,1,1,1,110.0,7138.65,0
4840,0,0,0,33.45,1500.25,0
4872,1,1,1,84.9,6065.3,0
1171,0,1,1,94.4,5610.25,1
5433,0,1,1,100.9,5552.05,0
1422,1,1,1,113.05,7869.05,0
6314,1,0,0,73.85,401.3,0
6193,1,1,1,104.15,1299.1,0
6187,0,0,0,20.15,165.5,0
874,1,1,1,99.7,4634.35,0
2297,1,1,1,110.35,5893.15,1
2643,1,0,1,83.35,2757.85,1
6098,1,1,1,75.9,1549.75,0
840,1,1,1,100.0,5509.3,1
581,0,0,0,75.3,75.3,1
204,0,0,0,68.85,2958.95,0
1641,1,1,1,87.1,6230.1,0
2014,0,0,0,61.8,750.1,0
3253,1,1,1,104.5,3684.95,0
4331,1,0,0,25.55,1898.1,0
905,1,1,1,100.5,918.6,1
631,1,0,0,55.0,2473.95,0
4982,1,1,1,104.4,6405,1
4506,1,1,0,77.35,5396.25,0
1974,1,0,0,74.95,825.7,1
162,0,0,0,69.7,135.2,0
4794,0,0,0,19.35,46.35,0
6322,0,1,0,79.0,303.15,1
6241,0,0,0,49.15,169.05,1
875,0,1,0,34.8,113.95,0
1431,1,1,0,64.85,2908.2,0
5928,0,0,0,19.75,1311.6,0
4381,1,0,1,90.85,4515.85,1
6540,0,0,1,64.35,2053.05,0
2856,1,0,0,50.15,50.15,0
1861,0,0,0,45.95,45.95,1
2659,1,1,1,86.45,5175.3,0
3384,0,0,0,73.75,325.45,1
6463,1,0,1,69.1,4096.9,0
4647,0,0,0,45.25,155.35,0
3331,0,0,0,19.85, ,0
5758,0,0,0,20.3,475.1,0
5930,1,0,0,84.7,6185.15,0
4897,0,0,0,30.2,469.65,0
2096,0,0,0,19.3,19.3,1
2003,0,1,1,95.25,5464.65,1
546,0,1,0,86.3,3266,1
1449,0,0,0,19.5,106.8,0
4866,1,0,1,63.05,1067.05,0
2610,0,0,0,30.1,1131.3,1
1900,0,0,0,19.9,76.65,0
5544,1,1,0,106.75,6252.9,1
2757,1,0,0,84.45,5848.6,0
1885,0,0,1,70.3,1706.45,0
6807,0,0,0,20.4,107.6,0
2097,0,1,1,94.05,811.65,0
6121,0,0,0,19.5,159.35,0
6321,0,0,0,19.65,655.85,1
836,0,0,1,71.4,4487.3,0
3471,0,0,0,21.1,741,0
5598,0,0,0,19.15,998.1,0
2171,0,0,1,60.85,111.4,0
6048,1,1,1,94.45,2653.65,1
5993,0,0,0,74.95,151.75,0
398,0,1,1,54.6,1803.7,0
2010,1,0,0,75.9,357.75,1
6764,0,0,0,69.2,69.2,1
1283,1,1,1,105.5,7544,0
6199,0,1,1,89.55,3856.75,1
5374,1,0,0,74.75,799.65,1
4256,1,0,0,26.0,2006.95,0
1836,0,1,1,96.0,2122.45,1
1019,0,0,0,19.5,470.2,0
1326,0,1,0,51.25,2151.6,0
4348,0,0,0,19.1,19.1,1
475,1,0,0,80.25,1861.5,1
2810,1,1,1,103.9,6767.1,0
5278,1,1,1,109.6,5953,0
1651,0,1,0,79.1,79.1,1
6533,1,1,1,105.8,2998,0
6677,0,0,0,29.15,357.15,0
2528,0,1,0,80.1,679.3,1
1206,0,0,0,70.15,194.2,0
5638,0,0,0,19.95,19.95,1
5409,1,1,0,89.15,2277.65,1
7032,1,0,0,75.75,75.75,1
867,0,0,0,20.5,104.3,0
2974,1,0,1,94.5,2659.4,1
541,1,0,1,58.95,601.6,0
1132,1,1,1,104.05,1133.65,1
6824,1,0,0,80.45,5224.35,1
3390,0,0,0,19.95,1126.75,0
5055,1,0,0,25.1,1275.6,0
2962,0,0,0,31.0,95.05,1
4155,1,1,1,117.35,8436.25,0
3259,0,0,0,70.55,433.95,0
4562,1,1,1,114.6,8100.25,0
6954,0,0,0,19.8,309.4,0
2583,0,1,0,69.85,4003,0
2813,1,0,0,24.55,1657.4,0
5456,0,0,0,31.05,347.25,1
6099,1,0,0,24.7,1810.55,0
3586,0,0,0,40.0,223.45,1
4596,1,1,0,89.6,1633,0
5990,0,1,1,94.7,3512.5,0
2630,1,0,0,84.65,5377.8,0
6007,0,1,1,54.85,2191.7,0
4475,0,0,0,19.55,61.05,0
1080,0,0,0,20.05,614.45,0
4283,0,0,0,70.2,280.35,0
2085,1,1,1,93.2,2931,1
2452,1,0,0,74.2,1133.9,1
2023,1,0,0,81.0,371.65,1
5402,0,0,0,20.35,191.1,0
226,0,1,1,81.15,2545.75,0
1013,0,0,0,49.5,49.5,0
1929,0,0,1,81.05,81.05,0
4952,0,1,1,100.2,198.5,0
1404,1,0,0,23.3,797.1,0
2179,0,0,0,19.55,99.6,0
697,0,0,0,50.15,168.15,1
1124,0,0,0,49.05,593.05,0
3895,1,0,0,24.15,1402.25,0
1778,1,0,0,24.75,1859.1,0
4480,0,0,0,69.4,69.4,1
2634,0,1,0,84.8,84.8,1
3489,1,1,1,90.1,2312.55,0
1037,0,1,1,49.15,649.4,0
2256,0,0,0,65.6,1010,0
6713,1,0,1,95.9,6503.2,0
6962,0,1,1,101.25,2754.45,1
313,0,0,0,69.35,341.6,0
2649,1,0,0,25.0,1584.8,0
2281,1,0,1,65.2,1043.35,1
5037,0,1,0,79.65,152.7,1
2547,0,0,0,39.1,1982.1,0
2159,1,0,0,25.05,369.1,0
3137,1,1,1,109.1,4454.25,0
5850,0,0,0,71.3,1389.2,1
3967,0,0,0,19.3,593.2,0
1428,1,0,0,50.45,50.45,1
4985,1,1,1,83.3,6042.7,0
2520,0,1,1,84.75,2839.45,0
6916,0,0,0,19.55,819.95,0
5195,0,1,0,75.1,5336.35,0
448,0,1,1,94.75,759.55,0
5911,0,0,0,34.2,256.6,0
1284,0,0,0,19.85,1188.25,0
3727,1,1,1,96.6,291.9,1
361,0,1,1,98.8,3959.15,0
5671,1,0,0,25.3,1554.9,0
5609,1,0,0,80.15,2265.25,1
2460,0,0,0,19.55,883.35,0
22,0,0,0,20.15,20.15,1
2066,1,0,0,24.8,1514.85,0
1653,0,0,0,20.75,1185.95,0
702,1,0,1,84.9,2516.2,0
5090,1,0,1,94.7,673.1,1
2743,0,1,1,111.05,7321.05,0
1376,0,1,1,70.0,347.4,1
5721,0,0,0,52.85,1498.65,0
2468,0,1,1,48.55,201,1
3754,0,0,0,20.05,20.05,0
2325,0,0,0,19.95,82.9,0
460,0,0,0,19.65,100.9,0
4183,0,0,0,33.6,33.6,0
4082,1,1,1,84.35,4059.35,1
1486,0,0,0,55.05,102.75,1
3678,1,1,1,84.9,1398.25,0
282,1,0,0,25.4,25.4,0
4308,0,0,0,69.75,1729.35,0
3537,0,0,0,53.65,1355.45,0
4934,1,1,1,110.75,7751.7,0
2581,0,0,0,20.0,198.7,0
1368,0,0,0,84.4,4484.05,0
6346,0,0,0,49.25,49.25,1
4716,1,0,0,66.9,4370.25,0
597,1,0,1,65.55,237.2,0
4351,0,0,0,20.35,150.6,0
5717,0,1,1,56.55,3952.65,0
6991,1,1,1,95.65,778.1,1
6631,1,0,0,55.55,1405.3,0
5257,1,1,1,101.1,3744.05,1
3468,0,0,0,19.7,19.7,0
4487,1,0,0,24.1,73.1,0
2990,0,0,1,33.9,298.45,1
6260,0,0,0,35.4,450.4,0
2544,1,1,1,78.85,876.75,0
5223,1,0,0,25.45,1538.6,0
5148,1,1,0,99.35,6347.55,0
4066,1,0,0,64.65,3665.55,0
3988,1,1,0,81.15,4126.2,0
6803,1,0,0,91.25,4013.8,0
685,0,0,0,49.9,49.9,0
4478,0,1,0,54.2,140.4,0
3243,0,0,1,39.7,710.05,0
5444,1,1,1,107.75,4882.8,0
4083,1,1,1,100.2,6851.65,1
2837,0,0,0,20.5,20.5,1
3697,1,1,0,89.6,2901.8,0
4040,0,0,0,34.8,1980.3,0
2230,0,0,0,20.35,929.2,0
5133,1,1,1,104.25,2433.9,1
2320,1,1,1,89.4,5597.65,0
521,1,0,0,51.6,1442,0
522,1,0,1,85.5,4713.4,0
5494,0,1,0,84.95,668.4,1
5665,0,0,0,25.05,852.7,0
5662,0,0,0,70.25,70.25,1
6353,0,0,0,54.95,568.85,0
780,0,1,1,73.35,5154.5,0
6841,0,0,0,55.75,266.95,0
6418,1,1,1,79.3,2484,0
651,0,0,0,74.6,74.6,1
5242,1,1,0,88.7,1761.45,1
2196,0,0,0,20.2,382.2,0
369,1,1,1,112.6,8126.65,0
4606,1,0,0,25.0,300.7,0
4214,1,0,1,90.05,368.1,1
377,1,1,1,104.95,2566.5,1
4935,1,0,0,24.7,1174.35,0
2216,1,1,1,108.95,7111.3,0
6826,0,0,0,20.7,83.75,0
1613,0,0,0,19.7,675.6,0
6315,0,0,1,70.1,3238.4,0
3632,1,0,0,79.65,1928.7,0
962,0,1,0,60.9,551.95,0
6334,1,1,1,104.0,7039.05,0
6603,1,1,0,66.6,979.5,0
5359,0,0,0,29.65,291.4,1
359,1,1,1,97.1,4016.75,0
3839,0,0,0,20.05,284.3,0
4700,0,0,0,45.85,105.6,0
1246,1,1,1,105.15,4730.9,0
4899,1,0,0,84.05,333.55,1
3694,1,1,1,108.75,7156.2,1
5944,0,0,0,56.65,654.85,1
