,Unnamed: 0,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4065,4065,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.75,19.75,Yes
4066,4066,Male,0,56,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),64.65,3665.55,No
4067,4067,Female,0,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),79.6,5515.8,No
4068,4068,Female,0,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.5,272,No
4069,4069,Male,0,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Electronic check,99.55,6668,No
4070,4070,Male,1,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,74.0,4052.4,No
4071,4071,Female,0,16,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Electronic check,38.9,664.4,No
4072,4072,Male,1,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,79.55,718.55,No
4073,4073,Male,0,14,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Electronic check,65.45,937.6,Yes
4074,4074,Male,1,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,98.7,5812.6,Yes
4075,4075,Male,0,53,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),46.3,2546.85,No
4076,4076,Male,0,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),99.35,6944.5,No
4077,4077,Female,1,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,95.8,1346.3,No
4078,4078,Male,0,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),67.5,1544.05,Yes
4079,4079,Female,0,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Credit card (automatic),78.15,765.15,No
4080,4080,Female,0,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,26.1,692.55,No
4081,4081,Female,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.6,69.6,Yes
4082,4082,Male,0,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Electronic check,84.35,4059.35,Yes
4083,4083,Female,1,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,100.2,6851.65,Yes
4084,4084,Female,0,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Electronic check,78.05,78.05,Yes
4085,4085,Female,0,30,No,No phone service,DSL,No,No,No,No,Yes,Yes,Credit card (automatic),40.35,1187.05,No
4086,4086,Female,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),79.2,5401.9,No
4087,4087,Female,0,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.9,247,No
4088,4088,Male,0,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,73.6,520,Yes
4089,4089,Female,0,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,74.75,706.6,Yes
4090,4090,Female,0,1,Yes,No,DSL,Yes,No,No,No,No,No,Mailed check,49.9,49.9,No
4091,4091,Female,0,20,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Credit card (automatic),68.9,1370.35,No
4092,4092,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.25,20.25,No
4093,4093,Female,0,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),76.0,2215.25,No
4094,4094,Male,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,74.0,74,No
4095,4095,Male,0,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Mailed check,82.3,214.4,No
4096,4096,Female,0,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),89.4,1871.15,No
4097,4097,Male,0,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),99.15,6171.2,No
4098,4098,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.2,20.2,Yes
4099,4099,Female,0,6,No,No phone service,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),29.45,161.45,No
4100,4100,Male,0,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.8,1013.2,No
4101,4101,Male,0,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),59.15,336.7,No
4102,4102,Male,0,7,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.75,333.65,No
4103,4103,Male,0,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Credit card (automatic),90.8,6511.8,No
4104,4104,Male,0,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Bank transfer (automatic),49.55,393.45,No
4105,4105,Female,0,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Credit card (automatic),106.7,7009.5,No
4106,4106,Female,1,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,93.55,2264.05,Yes
4107,4107,Female,0,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),94.45,6921.7,No
4108,4108,Male,0,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.45,600.25,No
4109,4109,Male,0,2,No,No phone service,DSL,No,No,No,No,No,Yes,Electronic check,25.05,56.35,Yes
4110,4110,Male,0,70,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Mailed check,67.95,4664.15,No
4111,4111,Female,0,22,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),65.25,1441.8,No
4112,4112,Female,0,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),99.45,5623.7,No
4113,4113,Male,0,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.35,695.85,No
4114,4114,Female,0,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,1028.75,No
4115,4115,Male,0,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Bank transfer (automatic),77.4,4155.95,No
4116,4116,Female,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.7,395.6,No
4117,4117,Male,0,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),99.7,6330.4,No
4118,4118,Female,0,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Credit card (automatic),74.8,2971.7,No
4119,4119,Male,0,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.15,638,No
4120,4120,Male,0,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Bank transfer (automatic),78.95,2034.25,No
4121,4121,Male,1,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,95.55,2510.2,Yes
4122,4122,Male,0,53,Yes,No,DSL,Yes,Yes,No,No,No,No,Credit card (automatic),62.85,3419.5,No
4123,4123,Male,1,34,Yes,No,Fiber optic,No,No,No,No,No,No,Credit card (automatic),71.55,2427.35,No
4124,4124,Female,1,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,94.95,1760.25,No
4125,4125,Male,0,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),86.1,3551.65,No
4126,4126,Male,0,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,122.9,No
4127,4127,Male,0,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.8,1424.2,No
4128,4128,Male,0,57,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Electronic check,39.3,2111.45,Yes
4129,4129,Male,0,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Mailed check,84.05,2909.95,No
4130,4130,Female,0,10,No,No phone service,DSL,No,Yes,No,No,No,No,Electronic check,36.25,374,No
4131,4131,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.25,20.25,Yes
4132,4132,Female,0,13,No,No phone service,DSL,No,No,No,No,No,Yes,Electronic check,23.9,300.8,Yes
4133,4133,Male,0,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Electronic check,98.6,5581.05,No
4134,4134,Female,0,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),103.65,5676.65,No
4135,4135,Female,0,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),92.9,3379.25,No
4136,4136,Male,0,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.9,942.95,No
4137,4137,Female,0,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.1,232.4,No
4138,4138,Female,0,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Electronic check,85.45,85.45,Yes
4139,4139,Male,1,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Electronic check,80.5,2088.45,No
4140,4140,Female,0,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),99.9,6137,Yes
4141,4141,Female,1,35,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Electronic check,39.85,1434.6,No
4142,4142,Female,0,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Credit card (automatic),60.5,3870,No
4143,4143,Male,0,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,84.8,2043.45,Yes
4144,4144,Male,0,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Mailed check,103.85,2215,No
4145,4145,Female,0,13,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Bank transfer (automatic),67.8,842.25,No
4146,4146,Male,0,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,75.2,2576.2,Yes
4147,4147,Male,1,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.85,1901,No
4148,4148,Female,0,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.35,601.6,No
4149,4149,Male,0,71,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Electronic check,49.35,3515.25,Yes
4150,4150,Male,1,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,89.0,605.45,No
4151,4151,Female,1,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic check,55.0,3094.05,No
4152,4152,Male,0,65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Bank transfer (automatic),76.15,4929.55,No
4153,4153,Male,0,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,595.05,No
4154,4154,Male,0,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,74.9,469.8,Yes
4155,4155,Female,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),117.35,8436.25,No
4156,4156,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.75,19.75,No
4157,4157,Male,0,11,Yes,No,DSL,No,No,No,No,No,No,Credit card (automatic),45.2,492,No
4158,4158,Male,0,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.2,987.95,No
4159,4159,Female,1,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Electronic check,89.75,5496.9,No
4160,4160,Male,0,26,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Bank transfer (automatic),75.0,1908.35,No
4161,4161,Male,1,2,Yes,No,DSL,No,No,Yes,No,No,No,Mailed check,49.95,107.1,No
4162,4162,Female,0,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),65.7,4575.35,No
4163,4163,Male,0,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Credit card (automatic),67.05,4309.55,No
4164,4164,Male,0,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),110.9,7922.75,No
4165,4165,Male,0,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Bank transfer (automatic),87.95,522.35,No
4166,4166,Male,1,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.8,587.7,No
4167,4167,Female,0,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),75.7,3876.2,No
4168,4168,Male,0,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Mailed check,62.15,3778.85,No
4169,4169,Female,0,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,101.25,1457.25,Yes
4170,4170,Male,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),115.15,8349.45,No
4171,4171,Male,0,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,18.95,185.6,Yes
4172,4172,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.5,19.5,No
4173,4173,Female,0,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,86.55,1066.9,No
4174,4174,Female,0,37,No,No phone service,DSL,No,No,No,No,No,No,Credit card (automatic),28.6,973.55,Yes
4175,4175,Male,0,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.4,1226.45,No
4176,4176,Male,0,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.8,342.3,No
4177,4177,Male,0,21,Yes,No,DSL,No,No,No,No,No,No,Mailed check,45.65,985.05,No
4178,4178,Male,0,68,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mailed check,56.4,3948.45,No
4179,4179,Male,1,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),73.3,828.05,No
4180,4180,Female,1,2,No,No phone service,DSL,No,No,No,No,No,No,Electronic check,24.35,41.85,Yes
4181,4181,Female,0,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,101.35,6164.7,No
4182,4182,Female,1,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Electronic check,98.65,2862.75,Yes
4183,4183,Male,0,1,No,No phone service,DSL,No,Yes,No,No,No,No,Mailed check,33.6,33.6,No
4184,4184,Male,1,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Bank transfer (automatic),79.9,343.95,Yes
4185,4185,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.7,20.7,No
4186,4186,Male,0,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,104.05,6590.5,No
4187,4187,Female,0,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.25,717.95,No
4188,4188,Female,1,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,103.3,2890.65,Yes
4189,4189,Female,0,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Credit card (automatic),73.7,4885.85,No
4190,4190,Female,0,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Credit card (automatic),96.2,1222.05,Yes
4191,4191,Female,0,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,108.75,6871.7,No
4192,4192,Male,0,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.15,405.6,No
4193,4193,Male,0,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.75,208.25,No
4194,4194,Female,0,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),25.95,1801.9,No
4195,4195,Female,1,45,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Electronic check,70.05,3062.45,No
4196,4196,Female,0,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,24.05,1764.75,No
4197,4197,Female,0,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,84.75,1816.75,No
4198,4198,Female,0,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,23.05,1255.1,No
4199,4199,Male,0,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,104.15,5743.05,Yes
4200,4200,Female,0,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),59.95,3921.1,No
4201,4201,Female,0,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.55,1463.45,No
4202,4202,Male,0,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.6,189.45,No
4203,4203,Female,0,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,96.8,No
4204,4204,Male,1,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,85.55,408.5,No
4205,4205,Female,0,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),78.6,1846.65,No
4206,4206,Female,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),116.8,8456.75,No
4207,4207,Male,0,21,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Mailed check,43.55,1011.5,No
4208,4208,Male,0,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),60.8,4263.4,No
4209,4209,Male,0,44,Yes,No,DSL,No,Yes,No,No,No,Yes,Bank transfer (automatic),54.9,2549.1,No
4210,4210,Female,1,61,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Electronic check,65.2,3965.05,No
4211,4211,Male,1,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),102.95,2496.7,Yes
4212,4212,Female,0,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Electronic check,90.6,90.6,Yes
4213,4213,Female,0,6,Yes,No,DSL,No,No,No,No,No,Yes,Bank transfer (automatic),50.8,288.05,Yes
4214,4214,Male,0,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,90.05,368.1,Yes
4215,4215,Male,0,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,108.2,7840.6,No
4216,4216,Male,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),92.0,6632.75,No
4217,4217,Male,1,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,75.1,1013.35,No
4218,4218,Male,0,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),25.05,152.95,No
4219,4219,Female,0,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,Electronic check,75.15,3772.65,No
4220,4220,Male,0,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.5,1026.35,No
4221,4221,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.3,19.3,No
4222,4222,Male,0,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),112.2,5031.85,No
4223,4223,Male,0,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mailed check,70.3,220.4,No
4224,4224,Female,0,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.6,1416.5,No
4225,4225,Male,0,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,158.35,No
4226,4226,Female,0,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,75.85,256.6,Yes
4227,4227,Male,0,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),80.65,5542.55,No
4228,4228,Male,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,68.5,68.5,Yes
4229,4229,Female,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),115.75,8443.7,No
4230,4230,Male,0,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Electronic check,73.5,791.75,Yes
4231,4231,Male,0,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),80.6,5708.2,No
4232,4232,Female,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mailed check,69.95,69.95,Yes
4233,4233,Female,0,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),59.55,2016.3,No
4234,4234,Female,0,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.05,326.65,No
4235,4235,Female,1,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Electronic check,95.65,5471.75,No
4236,4236,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.95,19.95,No
4237,4237,Male,0,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Electronic check,70.05,346.4,Yes
4238,4238,Male,0,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.4,1061.6,No
4239,4239,Male,0,56,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Credit card (automatic),36.1,1971.5,No
4240,4240,Male,0,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Electronic check,94.0,773.65,Yes
4241,4241,Female,0,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mailed check,61.15,1422.05,Yes
4242,4242,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.75,19.75,No
4243,4243,Female,0,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Credit card (automatic),64.1,2460.35,No
4244,4244,Male,0,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.75,856.5,No
4245,4245,Male,0,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,1275.85,No
4246,4246,Male,0,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.2,7467.5,No
4247,4247,Male,0,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),106.35,7261.75,No
4248,4248,Female,0,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Electronic check,90.55,5116.6,No
4249,4249,Female,0,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Mailed check,65.9,660.05,No
4250,4250,Male,0,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),104.5,6590.8,No
4251,4251,Female,0,24,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mailed check,52.5,1208.15,No
4252,4252,Female,0,19,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Mailed check,56.1,1033.9,No
4253,4253,Male,0,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Electronic check,88.75,1885.15,No
4254,4254,Male,0,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Electronic check,84.45,2467.1,Yes
4255,4255,Male,0,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Mailed check,75.3,989.45,Yes
4256,4256,Female,0,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),26.0,2006.95,No
4257,4257,Female,0,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Electronic check,99.4,5025,No
4258,4258,Female,1,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Mailed check,109.55,4830.25,Yes
4259,4259,Female,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.6,59.75,Yes
4260,4260,Male,0,42,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Electronic check,73.15,3088.25,No
4261,4261,Male,0,57,Yes,No,DSL,No,Yes,No,No,No,Yes,Mailed check,54.65,3134.7,No
4262,4262,Male,1,2,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Bank transfer (automatic),66.4,94.55,Yes
4263,4263,Female,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),115.55,8312.4,No
4264,4264,Female,1,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,104.45,4863.85,No
4265,4265,Male,1,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Credit card (automatic),100.05,6871.9,Yes
4266,4266,Male,0,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Electronic check,102.0,6529.25,Yes
4267,4267,Female,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),91.15,6637.9,No
4268,4268,Male,0,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Electronic check,89.7,3165.6,No
4269,4269,Male,0,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Credit card (automatic),90.2,1454.15,Yes
4270,4270,Female,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,92.4,6786.1,No
4271,4271,Female,0,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,543,No
4272,4272,Male,0,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),25.15,1327.15,Yes
4273,4273,Female,0,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),79.85,2404.15,Yes
4274,4274,Male,0,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),18.85,867.3,No
4275,4275,Female,0,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,25.75,25.75,No
4276,4276,Female,0,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Mailed check,49.6,114.7,Yes
4277,4277,Female,0,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.95,109.5,No
4278,4278,Female,0,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,97.05,4692.95,No
4279,4279,Male,0,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),25.4,546.85,No
4280,4280,Male,0,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.7,1274.05,No
4281,4281,Male,0,50,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Mailed check,35.0,1782.4,No
